person_id,person_name,project_id_number,institution_id,institution_name
1702370,Professor Dr. Harald Klüter,5454960,10047,Ruprecht-Karls-Universität Heidelberg
247295951,Dr. Matthias Müller-Eschner,225106543,10047,Ruprecht-Karls-Universität Heidelberg
1612312,Professor Dr. Jürgen Eichberger,5394364,10047,Ruprecht-Karls-Universität Heidelberg
1773715,Professor Dr. Marc Freichel,5384195,10047,Ruprecht-Karls-Universität Heidelberg
1284904,Professor Dr. Rainer Spurzem,5149390,10047,Ruprecht-Karls-Universität Heidelberg
1355823,Dr. Patrick Lorenz,5354113,10047,Ruprecht-Karls-Universität Heidelberg
186214271,Professor Dr. Marius Lemberg,224744743,10047,Ruprecht-Karls-Universität Heidelberg
1395613,Professor Dr. Joerg Gengnagel,5376044,10047,Ruprecht-Karls-Universität Heidelberg
1706491,Privatdozent Dr. Andreas H. Wagner,5449415,10047,Ruprecht-Karls-Universität Heidelberg
253021,Professor Dr. Ekkehard K. F. Bautz,272155,10047,Ruprecht-Karls-Universität Heidelberg
250758,Professor Dr. A. Putzer,269145,10047,Ruprecht-Karls-Universität Heidelberg
1189635,Dr. Claus Möllenhoff,5149514,10047,Ruprecht-Karls-Universität Heidelberg
1167784,Professor Dr. Gerald Linti,273575,10047,Ruprecht-Karls-Universität Heidelberg
29180747,Professor Dr. Jan Lohmann,29180727,10047,Ruprecht-Karls-Universität Heidelberg
1310908,Professor Dr. Alfred Völkl,5089750,10047,Ruprecht-Karls-Universität Heidelberg
215873944,"Professor Dr. Harald Fuess, Ph.D.",39092596,10047,Ruprecht-Karls-Universität Heidelberg
1264008,Professor Dr. Heinz-Friedrich Schöler,271503,10047,Ruprecht-Karls-Universität Heidelberg
317281975,Privatdozent Dr. Tilman Enss,317282011,10047,Ruprecht-Karls-Universität Heidelberg
1565311,Privatdozent Dr. Matthias Hofmann,273575,10047,Ruprecht-Karls-Universität Heidelberg
1294877,Professorin Dr. Sabine Strahl,5168964,10047,Ruprecht-Karls-Universität Heidelberg
6350,Professor Dr. Bernd Schneidmüller,271381,10047,Ruprecht-Karls-Universität Heidelberg
267466362,Dr. Christoph Körber,267465703,10047,Ruprecht-Karls-Universität Heidelberg
318130455,Professor Dr. Nikolaus Dietrich,318127270,10047,Ruprecht-Karls-Universität Heidelberg
253027,Professor Dr. K. Melvyn Little,272155,10047,Ruprecht-Karls-Universität Heidelberg
257153047,Dr. Alexander Karl Rothkopf,317300873,10047,Ruprecht-Karls-Universität Heidelberg
1601398,Dr. Thomas Ruppert,5424333,10047,Ruprecht-Karls-Universität Heidelberg
1219648,Professorin Dr. Gabriele Elisabeth Pollerberg,272617,10047,Ruprecht-Karls-Universität Heidelberg
50684184,Dr. Gergana Dobreva,24676099,10047,Ruprecht-Karls-Universität Heidelberg
1409148,Privatdozent Dr. Maarten DeKieviet,269145,10047,Ruprecht-Karls-Universität Heidelberg
242773837,Dr. Thomas Reichelt,242588615,10047,Ruprecht-Karls-Universität Heidelberg
165254862,Professorin Dr. Jana Zaumseil,806681,10047,Ruprecht-Karls-Universität Heidelberg
1544280,Dr. Elisabeth Wallhäußer-Franke,5344994,10047,Ruprecht-Karls-Universität Heidelberg
1393200,Professor Dr. Mario Trieloff,271503,10047,Ruprecht-Karls-Universität Heidelberg
1853581,Professor Dr. Oliver Kann,5360381,10047,Ruprecht-Karls-Universität Heidelberg
371177,Professor Dr. Jürgen Berges,200381534,10047,Ruprecht-Karls-Universität Heidelberg
1452290,Professor Dr. Klaus Tanner,5361330,10047,Ruprecht-Karls-Universität Heidelberg
255085118,Professorin Dr. Susanne Westhoff,229556894,10047,Ruprecht-Karls-Universität Heidelberg
1056204,Professor Dr. Werner Fricke,5344760,10047,Ruprecht-Karls-Universität Heidelberg
317876890,Professor Dr. Claudio Joazeiro,317826173,10047,Ruprecht-Karls-Universität Heidelberg
1089636,Privatdozentin Dr. Ingrid G. Haas,5354097,10047,Ruprecht-Karls-Universität Heidelberg
1209728,Professor Dr. Baldur Panzer,269889,10047,Ruprecht-Karls-Universität Heidelberg
1062820,Professor Dr. Hans-Peter Gail,5149400,10047,Ruprecht-Karls-Universität Heidelberg
6638,Professor Dr. Jürgen Wolfrum,272155,10047,Ruprecht-Karls-Universität Heidelberg
250760,Professor Dr. Peter Bock,269145,10047,Ruprecht-Karls-Universität Heidelberg
1528384,Professor Dr. Andreas Quirrenbach,189525432,10047,Ruprecht-Karls-Universität Heidelberg
179254535,Privatdozentin Dr. Geneviève A. Parmentier,189651601,10047,Ruprecht-Karls-Universität Heidelberg
1411750,Professor Dr. Gert Fricker,272155,10047,Ruprecht-Karls-Universität Heidelberg
1727088,Professor Dr. Henning Plessner,5394282,10047,Ruprecht-Karls-Universität Heidelberg
1824986,Professor Dr. Thomas Korff,273595,10047,Ruprecht-Karls-Universität Heidelberg
252728,Dr. Rainer Frank,271699,10047,Ruprecht-Karls-Universität Heidelberg
258483,Professor Dr. Rudolf Schubert,269007,10047,Ruprecht-Karls-Universität Heidelberg
6252,Professor Dr. Kurt Roth,271503,10047,Ruprecht-Karls-Universität Heidelberg
1684201,Professorin Dr. Christiane Brosius,5376008,10047,Ruprecht-Karls-Universität Heidelberg
115487523,Dr. Markus Wirtz,224745035,10047,Ruprecht-Karls-Universität Heidelberg
1849563,Professor Dr. Manfred Salmhofer,272999,10047,Ruprecht-Karls-Universität Heidelberg
97072186,Professor Dr. Zeno Enders,174824510,10047,Ruprecht-Karls-Universität Heidelberg
1411251,Professor Dr. Andreas Draguhn,273467,10047,Ruprecht-Karls-Universität Heidelberg
385789334,Dr. Charlotta Funaya,258371140,10047,Ruprecht-Karls-Universität Heidelberg
1023719,Professor Dr. Lorenz S. Cederbaum,273305,10047,Ruprecht-Karls-Universität Heidelberg
1765702,Dr. Srilata Müller,5376004,10047,Ruprecht-Karls-Universität Heidelberg
1656464,Dr. Jens-Arne Dickmann,203278954,10047,Ruprecht-Karls-Universität Heidelberg
278191782,Professor Dr. Kai Lämmerhirt,324937162,10047,Ruprecht-Karls-Universität Heidelberg
1836180,Dr. Klemens Wild,5424276,10047,Ruprecht-Karls-Universität Heidelberg
250766,Professor Dr. J. von Krogh,269145,10047,Ruprecht-Karls-Universität Heidelberg
1546850,Professor Dr. Stefan Weinfurter,5376036,10047,Ruprecht-Karls-Universität Heidelberg
1868216,Dr. Andrei Rozov,273467,10047,Ruprecht-Karls-Universität Heidelberg
193237406,Privatdozent Dr. Stefan Porubsky,193237015,10047,Ruprecht-Karls-Universität Heidelberg
111431259,Dr. Uta Binzen,214631492,10047,Ruprecht-Karls-Universität Heidelberg
189523534,Dr. Sonia Duffau,189523351,10047,Ruprecht-Karls-Universität Heidelberg
1416077,Privatdozent Dr. Matthias Seedorf,270995,10047,Ruprecht-Karls-Universität Heidelberg
236332769,Dr. Geneviève Permentier,189712075,10047,Ruprecht-Karls-Universität Heidelberg
1645046,Professor Dr. Marc Wolf Sütterlin,324164820,10047,Ruprecht-Karls-Universität Heidelberg
277539583,Privatdozent Dr. Tino Licht,277539528,10047,Ruprecht-Karls-Universität Heidelberg
246053228,Privatdozentin Dr. Monica Dunford,229556894,10047,Ruprecht-Karls-Universität Heidelberg
1151243,Professorin Dr. R. Luise Krauth-Siegel,271699,10047,Ruprecht-Karls-Universität Heidelberg
1356440,Dr. Stefan Hillmer,5360884,10047,Ruprecht-Karls-Universität Heidelberg
1251684,Professor Dr. Heiner Schirmer,271699,10047,Ruprecht-Karls-Universität Heidelberg
1114044,Professor Dr. Eduard Christian Hurt,270995,10047,Ruprecht-Karls-Universität Heidelberg
1647109,Dr. Michael Burchard,5183082,10047,Ruprecht-Karls-Universität Heidelberg
211128835,Dr. Dirk Flemming,5424321,10047,Ruprecht-Karls-Universität Heidelberg
1665159,Professor Dr. Hans Harder,39092596,10047,Ruprecht-Karls-Universität Heidelberg
989259,Professor Dr. Hellmut G. Augustin,273595,10047,Ruprecht-Karls-Universität Heidelberg
62645799,Professorin Dr. Judit Árokay,42922943,10047,Ruprecht-Karls-Universität Heidelberg
260445011,"Lázaro Centanin, Ph.D.",260442193,10047,Ruprecht-Karls-Universität Heidelberg
1625432,Professor Dr. Hans-Jörg Himmel,273575,10047,Ruprecht-Karls-Universität Heidelberg
353757739,Dr. Dagmar Schumacher,214631492,10047,Ruprecht-Karls-Universität Heidelberg
1360984,Privatdozent Dr. Norbert Quien,5354755,10047,Ruprecht-Karls-Universität Heidelberg
18263612,Dr. Peter Freytag,18263547,10047,Ruprecht-Karls-Universität Heidelberg
271614432,"Professorin Dr. Loredana Gastaldo, Ph.D.",252537693,10047,Ruprecht-Karls-Universität Heidelberg
1651713,Professor Dr. Joachim Wittbrodt,272617,10047,Ruprecht-Karls-Universität Heidelberg
1116803,Professorin Dr. Margot Isenbeck-Schröter,271503,10047,Ruprecht-Karls-Universität Heidelberg
1087040,Professor Dr.-Ing. Dieter Hänel,5148684,972220,Universität Duisburg-Essen
27051933,Professor Dr. Stefan Rumann,273635,972220,Universität Duisburg-Essen
1063748,Professor Dr. Roland Galle,273249,972220,Universität Duisburg-Essen
1321171,Privatdozent Dr.-Ing. Heinz-Dieter Wend,5292292,972220,Universität Duisburg-Essen
1413849,Professorin Dr. Elke Sumfleth,273635,972220,Universität Duisburg-Essen
1757433,Dr. Thomas Kauffeldt,5148746,972220,Universität Duisburg-Essen
1313227,Professor Dr. Eberhard F. Wassermann,5148752,972220,Universität Duisburg-Essen
1191258,Professor Dr. Rolf Möller,5126288,972220,Universität Duisburg-Essen
1010907,Professorin Dr. Ursula Boos-Nünning,273249,972220,Universität Duisburg-Essen
160053469,Professorin Dr. Amalie Fößel,223828200,972220,Universität Duisburg-Essen
213659701,Professor Dr.-Ing. Andreas Kempf,263348352,972220,Universität Duisburg-Essen
1351708,Professor Dr. Dietrich Wolf,5148732,972220,Universität Duisburg-Essen
1126467,Dr. Hans-Michael Katsch,5398335,972220,Universität Duisburg-Essen
1389645,Professor Dr. Hans Ernst Fischer,273635,972220,Universität Duisburg-Essen
245576190,"Professorin Kristin Surak, Ph.D.",122408594,972220,Universität Duisburg-Essen
1045208,Professor Dr. Peter Entel,271553,972220,Universität Duisburg-Essen
259155,Professor Dr. Justus Cobet,273249,972220,Universität Duisburg-Essen
139253439,Dr. Martin Kammler,5386564,972220,Universität Duisburg-Essen
1722420,Privatdozent Dr. Hartmut Wiggers,5148660,972220,Universität Duisburg-Essen
1335349,Professor Dr.-Ing. Dieter Wünsch,5292286,972220,Universität Duisburg-Essen
1710338,Professor Dr. Heiko Wende,5218950,972220,Universität Duisburg-Essen
46219846,Professor Dr. Stefan Stieglitz,271720050,972220,Universität Duisburg-Essen
315080969,Professor Dr.-Ing. Lucas Davi,259941017,972220,Universität Duisburg-Essen
1204631,Professor Dr.-Ing. Horst Nowack,5101724,972220,Universität Duisburg-Essen
112660345,"Professorin Paola Pozzi, Ph.D.",112660321,972220,Universität Duisburg-Essen
261098,Professor Dr. Tobias Kollmann,272717,972220,Universität Duisburg-Essen
238862939,Professor Dr. Daniel Erni,336556714,972220,Universität Duisburg-Essen
44499614,Professor Dr. Hendrik Streeck,284242792,972220,Universität Duisburg-Essen
218904941,Professor Dr. Christoph Hanck,140514933,972220,Universität Duisburg-Essen
259159,Professor Dr. Siegfried Gehrmann,273249,972220,Universität Duisburg-Essen
1508243,Professor Dr.-Ing. Frank Einar Kruis,5148708,972220,Universität Duisburg-Essen
1403275,Professor Dr.-Ing. Martin Frik,5347128,972220,Universität Duisburg-Essen
259181,Professor Dr. Werner Nienhüser,273249,972220,Universität Duisburg-Essen
1380020,Professor Dr. Hans Werner Diehl,5338653,972220,Universität Duisburg-Essen
259163,Professor Dr. Hans Nokielski,273249,972220,Universität Duisburg-Essen
1409372,"Professor Trung van Tran, Ph.D.",273185,972220,Universität Duisburg-Essen
35899635,Professor Dr.-Ing. Stephan Barcikowski,37702173,972220,Universität Duisburg-Essen
1010429,Professor Dr. Roland Boese,5126270,972220,Universität Duisburg-Essen
1517205,Dr.-Ing. Wolfgang Mertin,64202573,972220,Universität Duisburg-Essen
1049261,Professor Dr. Michael Farle,5218956,972220,Universität Duisburg-Essen
1880199,Professor Dr. Torsten J. Gerpott,52158699,972220,Universität Duisburg-Essen
1711629,Professorin Dr. Maritta Heisel,271720050,972220,Universität Duisburg-Essen
224739109,Professor Dr. Wolfgang Blösel,223828200,972220,Universität Duisburg-Essen
1211459,Professor Dr. Werner Pascha,122408594,972220,Universität Duisburg-Essen
1665581,Dr. Andreas Hamm,5338640,972220,Universität Duisburg-Essen
216536023,"Professor Eugen Kovac, Ph.D.",24101972,972220,Universität Duisburg-Essen
336563675,Dr.-Ing. Thorsten Schultze,336562631,972220,Universität Duisburg-Essen
1536515,Professor Dr. Eckhard Spohr,143157851,972220,Universität Duisburg-Essen
15232186,Professor Dr. Jan Kohlhaase,201420020,972220,Universität Duisburg-Essen
1568659,Professor Dr. Hemmo Meyer,20292752,972220,Universität Duisburg-Essen
156706749,Professor Dr.-Ing. Bettar Ould El Moctar,156706603,972220,Universität Duisburg-Essen
1309525,Professor Dr.-Ing. A.J. Han Vinck,273185,972220,Universität Duisburg-Essen
390526591,Professor Dr. Oliver Büttner,271720050,972220,Universität Duisburg-Essen
394581900,Professor Dr. Jens Voskuhl,394580504,972220,Universität Duisburg-Essen
50069900,Professor Dr. Markus Kaiser,227988531,972220,Universität Duisburg-Essen
826202,Professor Dr.-Ing. Ingolf Willms,336562631,972220,Universität Duisburg-Essen
1838376,Privatdozent Dr. Ulf Wiedwald,14433912,972220,Universität Duisburg-Essen
1807189,Dr. Arne Kovac,5412363,972220,Universität Duisburg-Essen
139324548,Dr. Christian A. Bobisch,5386622,972220,Universität Duisburg-Essen
1727954,Dr. Marina Spasova,5148714,972220,Universität Duisburg-Essen
197450986,Professor Dr. Jochen Heinloth,201411719,972220,Universität Duisburg-Essen
233289922,Professorin Dr. Elsa Sanchez Garcia,247887922,972220,Universität Duisburg-Essen
177894243,Professor Dr. Irwin Yousept,259016840,972220,Universität Duisburg-Essen
1684938,Professor Dr. Peter Kratzer,5347591,972220,Universität Duisburg-Essen
1647561,Professor Dr. Gebhard Haberhauer,5382583,972220,Universität Duisburg-Essen
1693529,Professor Dr.-Ing. Erwin P. Rathgeb,273185,972220,Universität Duisburg-Essen
1710650,Dr.-Ing. Rainer Hoppe,5292286,972220,Universität Duisburg-Essen
1352114,Professor Dr. Norbert Meder,272825,972220,Universität Duisburg-Essen
74544272,Professor Dr. Achim Goerres,43414292,972220,Universität Duisburg-Essen
1581768,Professor Dr. Axel Lorke,5148776,972220,Universität Duisburg-Essen
1386200,Professor Dr. Lothar Schäfer,5338666,972220,Universität Duisburg-Essen
1067453,Professor Dr.-Ing. Edmund Gerhard,5347112,972220,Universität Duisburg-Essen
1133525,Professor Dr. Frank-Gerrit Klärner,5126400,972220,Universität Duisburg-Essen
191947567,Professor Dr. Benjamin Scheller,223828200,972220,Universität Duisburg-Essen
277646542,Professor Dr. Massimo Bertolini,201416723,972220,Universität Duisburg-Essen
1596738,Professor Dr. Wolfram Luther,5101730,972220,Universität Duisburg-Essen
139222713,Dr. Andreas Duvenbeck,5386485,972220,Universität Duisburg-Essen
1074639,Professor Dr. Robert Graham,5338564,972220,Universität Duisburg-Essen
1779848,Professorin Dr. Nicole C. Krämer,5126178,972220,Universität Duisburg-Essen
1442969,Professor Dr.-Ing. Frank Schmidt,5148684,972220,Universität Duisburg-Essen
1775780,Professor Dr. Frank-Joachim Meyer zu Heringdorf,5386614,972220,Universität Duisburg-Essen
179036299,Professor Dr. Markus Bernhardt,223828200,972220,Universität Duisburg-Essen
1517716,Dr. Ralf Meckenstock,5218950,972220,Universität Duisburg-Essen
1551742,Professor Dr. Mehmet Acet,5148714,972220,Universität Duisburg-Essen
1739927,Professor Dr. Uwe Bovensiepen,5337354,972220,Universität Duisburg-Essen
51708206,Professor Dr. Ralf-Peter Fuchs,223828200,972220,Universität Duisburg-Essen
51216416,"Professor Flemming Christiansen, Ph.D.",122408594,972220,Universität Duisburg-Essen
1397023,Privatdozent Dr. Gregor Hackenbroich,5122100,972220,Universität Duisburg-Essen
92484686,Professor Dr. Daniel Greb,201428332,972220,Universität Duisburg-Essen
139283702,Dr. Thorsten Balgar,5386610,972220,Universität Duisburg-Essen
224474701,Dr. Manuel Ligges,317481066,972220,Universität Duisburg-Essen
1387742,Professor Dr. Stefan Thomae,5338688,972220,Universität Duisburg-Essen
1387198,Professor Dr. Hans-Jürgen Sommers,5338522,972220,Universität Duisburg-Essen
34568908,Professor Dr. Denis Belomestny,40116588,972220,Universität Duisburg-Essen
1673292,Professorin Dr. Heidrun Hoppe,273249,972220,Universität Duisburg-Essen
1387940,Professor Dr. Klaus D. Usadel,5218908,972220,Universität Duisburg-Essen
1667755,Professor Dr. Christof Schulz,5148654,972220,Universität Duisburg-Essen
30286208,Professor Dr. Marc Levine,201401318,972220,Universität Duisburg-Essen
1169930,Professor Dr. Wilfried Loth,273249,972220,Universität Duisburg-Essen
1028333,"Professor Dr. P. Laurie Davies, Ph.D.",5361654,972220,Universität Duisburg-Essen
27050028,Professorin Dr. Angela Sandmann,273635,972220,Universität Duisburg-Essen
1330950,Professor Dr. Markus Winterer,967790,972220,Universität Duisburg-Essen
259173,Professorin Dr. Maria Dietzel-Papakyriakou,273249,972220,Universität Duisburg-Essen
1440134,Professor Dr.-Ing. Hans-Dieter Kochs,5347144,972220,Universität Duisburg-Essen
1776173,Professor Dr.-Ing. Holger Hirsch,71779520,972220,Universität Duisburg-Essen
1534635,Professor Dr. Helmut Seng,5186756,10206,Goethe-Universität Frankfurt am Main
1364304,Professor Dr. Ernst H.K. Stelzer,24286296,10206,Goethe-Universität Frankfurt am Main
9623451,Professor Dr. Volker Lindenstruth,269145,10206,Goethe-Universität Frankfurt am Main
1440196,Professor Dr. Klaus Dieter Luther,5354510,10206,Goethe-Universität Frankfurt am Main
1222014,Professor Dr. Thomas F. Prisner,5117804,10206,Goethe-Universität Frankfurt am Main
1193509,Professor Dr. Walter E. Müller,270091,10206,Goethe-Universität Frankfurt am Main
1345988,Professor Dr. Heinrich Thiemeyer,5234089,10206,Goethe-Universität Frankfurt am Main
1069416,Professor Dr. Jost Gippert,273279,10206,Goethe-Universität Frankfurt am Main
1073216,Professor Dr. Michael Göbel,5319860,10206,Goethe-Universität Frankfurt am Main
1812324,Professor Dr. Nikolaus Müller-Schöll,310565625,10206,Goethe-Universität Frankfurt am Main
1455873,Professor Dr. Ulrich Schmidt,5486032,10206,Goethe-Universität Frankfurt am Main
1144524,Professor Dr. Wolfgang König,272651,10206,Goethe-Universität Frankfurt am Main
1725314,Dr. Peter Kötter,5319986,10206,Goethe-Universität Frankfurt am Main
1690536,Professor Dr. Reinhard Wolf,273063,10206,Goethe-Universität Frankfurt am Main
186802158,"Professorin Dr. Nicola Fuchs-Schündeln, Ph.D.",39215448,10206,Goethe-Universität Frankfurt am Main
36473411,"Professor Dr. Stefan Knapp, Ph.D.",283288437,10206,Goethe-Universität Frankfurt am Main
1172213,Professor Dr. Bernd Ludwig,5359958,10206,Goethe-Universität Frankfurt am Main
166220289,Professorin Dr. Virginie Lecaudey,39236281,10206,Goethe-Universität Frankfurt am Main
1061347,Dr. Friderun Fuchs,5344838,10206,Goethe-Universität Frankfurt am Main
252402,Professor Dr. Bernhard Distelkamp,269105,10206,Goethe-Universität Frankfurt am Main
179901947,Professor Dr. Ömer Özsoy,179901502,10206,Goethe-Universität Frankfurt am Main
1554124,Professor Dr. Stefan Kadelbach,39215448,10206,Goethe-Universität Frankfurt am Main
1374922,Professor Dr. Volker Dötsch,5441361,10206,Goethe-Universität Frankfurt am Main
1585132,Professorin Dr. Susanne Schröter,39215448,10206,Goethe-Universität Frankfurt am Main
1641746,Dr. Herbert Wallner,272165,10206,Goethe-Universität Frankfurt am Main
1379569,Professor Dr. Peter Breunig,5344806,10206,Goethe-Universität Frankfurt am Main
252618,Professor Dr. Jörg Kreuter,5320140,10206,Goethe-Universität Frankfurt am Main
1553623,Professor Dr. Christopher Daase,39215448,10206,Goethe-Universität Frankfurt am Main
80118236,Professorin Dr. Esther Rinke,5385439,10206,Goethe-Universität Frankfurt am Main
94349242,Professor Dr. Thomas Richter,94327977,10206,Goethe-Universität Frankfurt am Main
1051144,Professorin Dr. Caroline Féry,271529,10206,Goethe-Universität Frankfurt am Main
2005693,Professor Dr. Andreas Walther,261443382,10206,Goethe-Universität Frankfurt am Main
970100,Professor Dr. Josef Wachtveitl,5101342,10206,Goethe-Universität Frankfurt am Main
48287978,Dr. Stefan Schmid,48287960,10206,Goethe-Universität Frankfurt am Main
1258743,Professor Dr. Alfons Schmid,5269828,10206,Goethe-Universität Frankfurt am Main
1694947,Professor Dr. Thomas E. Zimmermann,273279,10206,Goethe-Universität Frankfurt am Main
1311024,Professor Dr. Rainer Voßen,273279,10206,Goethe-Universität Frankfurt am Main
260340,Professor Dr. Dieter Steinhilber,273393,10206,Goethe-Universität Frankfurt am Main
1096143,Professor Dr. Fritz Herbert,5431034,10206,Goethe-Universität Frankfurt am Main
179902053,Professor Dr. Knut Wenzel,179901502,10206,Goethe-Universität Frankfurt am Main
226182485,Dr. Christian Pohl,283339814,10206,Goethe-Universität Frankfurt am Main
1654268,Professorin Dr. Regine Prange,271237,10206,Goethe-Universität Frankfurt am Main
270451967,Dr. Muriel Moser,270451442,10206,Goethe-Universität Frankfurt am Main
252674,Professor Dr. Klaus Reichert,271237,10206,Goethe-Universität Frankfurt am Main
992839,Dr. Hans-Dieter Barth,5435296,10206,Goethe-Universität Frankfurt am Main
195379943,Professor Dr. Michael Wibral,318612084,10206,Goethe-Universität Frankfurt am Main
1169973,Professor Dr. Eckard Lobsien,272579,10206,Goethe-Universität Frankfurt am Main
1818558,Dr. Ulrich Bundke,5430715,10206,Goethe-Universität Frankfurt am Main
1619455,Professor Dr. Notker Hammerstein,5137118,10206,Goethe-Universität Frankfurt am Main
202653120,Dr. Cécile Meier,244436322,10206,Goethe-Universität Frankfurt am Main
1462581,Professorin Dr. Christiane Hof,258758132,10206,Goethe-Universität Frankfurt am Main
1819598,Professor Dr. Gert Webelhuth,244436322,10206,Goethe-Universität Frankfurt am Main
273977195,"Professorin Michaela Müller-McNicoll, Ph.D.",199696714,10206,Goethe-Universität Frankfurt am Main
421465,Professor Dr. Johannes Fried,5137112,10206,Goethe-Universität Frankfurt am Main
1242158,Professor Dr. Joachim Rückert,269105,10206,Goethe-Universität Frankfurt am Main
380867,Professorin Dr. Susanne Konfort-Hein,272579,10206,Goethe-Universität Frankfurt am Main
1044973,Professor Dr. Karl-Dieter Entian,5319986,10206,Goethe-Universität Frankfurt am Main
1783599,Professor Dr. Achilleas Frangakis,24286296,10206,Goethe-Universität Frankfurt am Main
49762949,Professor Dr. Klaas Martinus Pos,49762871,10206,Goethe-Universität Frankfurt am Main
192625321,Professor Dr. Oliver Hinz,233031105,10206,Goethe-Universität Frankfurt am Main
202579492,Professor Dr. Rainer Haselmann,24101972,10206,Goethe-Universität Frankfurt am Main
1194370,Professor Dr. Werner Müller-Esterl,5077108,10206,Goethe-Universität Frankfurt am Main
1177969,Professor Dr. Werner Mäntele,5235190,10206,Goethe-Universität Frankfurt am Main
1803723,Professor Dr. Jens Wöhnert,5319962,10206,Goethe-Universität Frankfurt am Main
1870071,Professorin Dr. Nicole Deitelhoff,39215448,10206,Goethe-Universität Frankfurt am Main
1763582,Privatdozent Dr. Markus Braun,5361181,10206,Goethe-Universität Frankfurt am Main
1206750,Professorin Dr. Regina Ogorek,269105,10206,Goethe-Universität Frankfurt am Main
283724647,Professor Dr. Eric Geertsma,319163639,10206,Goethe-Universität Frankfurt am Main
1767177,Professor Dr. Andreas Fahrmeir,421041,10206,Goethe-Universität Frankfurt am Main
204041948,"Professor Dr. Horst Marschall, Ph.D.",403742910,10206,Goethe-Universität Frankfurt am Main
1872380,Professor Dr. Alexander Heckel,5319854,10206,Goethe-Universität Frankfurt am Main
1619462,Professor Dr. Ulrich Muhlack,5137131,10206,Goethe-Universität Frankfurt am Main
1864687,Dr. Alexander Becker,5448157,10206,Goethe-Universität Frankfurt am Main
1250002,Professor Dr. Bertram Schefold,5137100,10206,Goethe-Universität Frankfurt am Main
1443367,Professor Dr. Hartmut Leppin,421041,10206,Goethe-Universität Frankfurt am Main
1334264,Professor Dr. Friedrich Wolfzettel,272579,10206,Goethe-Universität Frankfurt am Main
1243590,Professorin Dr. Dorothea Rzepka,272825,10206,Goethe-Universität Frankfurt am Main
1759750,Professor Dr. Henning Reetz,5395484,10206,Goethe-Universität Frankfurt am Main
1833114,Professor Dr. Joachim Curtius,5430826,10206,Goethe-Universität Frankfurt am Main
241710203,Dr. Boris Fürtig,237922874,10206,Goethe-Universität Frankfurt am Main
319126707,"Dr. Benesh Joseph, Ph.D.",80770790,10206,Goethe-Universität Frankfurt am Main
1602000,Professor Bernd Herzogenrath,310565625,10206,Goethe-Universität Frankfurt am Main
1466037,Professorin Dr. Sabine Andresen,272825,10206,Goethe-Universität Frankfurt am Main
1500590,Professor Dr. Roland Kaufmann,5361518,10206,Goethe-Universität Frankfurt am Main
1492269,Professor Dr. Hans Peter Hahn,5245182,10206,Goethe-Universität Frankfurt am Main
1250785,Professorin Dr. Brigitte Scheer,272579,10206,Goethe-Universität Frankfurt am Main
1063694,Professor Dr. Karsten Garscha,272579,10206,Goethe-Universität Frankfurt am Main
213273393,Professorin Dr. Annette Warner,39215448,10206,Goethe-Universität Frankfurt am Main
1728498,Professor Dr. Alexander Gottschalk,5430530,10206,Goethe-Universität Frankfurt am Main
2033231,Professor Dr. Ulrich Ratzinger,169270723,10206,Goethe-Universität Frankfurt am Main
1786688,Privatdozent Dr. Rupert Abele,5397542,10206,Goethe-Universität Frankfurt am Main
335140805,Dr. Wiebke Kallenborn-Gerhardt,107949256,10206,Goethe-Universität Frankfurt am Main
259354,Professor Dr. Volker Bohn,272579,10206,Goethe-Universität Frankfurt am Main
6672,Professor Dr. Herbert Zimmermann,272061,10206,Goethe-Universität Frankfurt am Main
1511663,Dr. Rudolf Leger,5344724,10206,Goethe-Universität Frankfurt am Main
252895,Professorin Dr. Heide Schlüpmann,272579,10206,Goethe-Universität Frankfurt am Main
216610138,Professor Dr. Alexander Peukert,39215448,10206,Goethe-Universität Frankfurt am Main
1297753,Professor Dr. Robert Tampé,5231700,10206,Goethe-Universität Frankfurt am Main
1011183,Dr. Frank Bonzelius,5361554,10206,Goethe-Universität Frankfurt am Main
160546530,Professor Dr. Rembert Hüser,310565625,10206,Goethe-Universität Frankfurt am Main
1839950,"Professor Dr. Julian C.-H. Chen, Ph.D.",5435302,10206,Goethe-Universität Frankfurt am Main
1075282,Professor Dr. Günther Grewendorf,273279,10206,Goethe-Universität Frankfurt am Main
1275316,Professor Dr. Arno Semmel,5344828,10206,Goethe-Universität Frankfurt am Main
310786011,Privatdozentin Dr. Wanda Strauven,310565625,10206,Goethe-Universität Frankfurt am Main
22442564,Professor Dr. Manfred Sailer,244436322,10206,Goethe-Universität Frankfurt am Main
93694570,Professor Dr. Frank Bernstein,421041,10206,Goethe-Universität Frankfurt am Main
1657050,Professor Dr. Jan-Waalke Meyer,271811,10206,Goethe-Universität Frankfurt am Main
1328837,Professor Dr. Rüdiger Wittig,5344760,10206,Goethe-Universität Frankfurt am Main
1015554,Professor Dr. Klaus Bringmann,5137106,10206,Goethe-Universität Frankfurt am Main
1800624,Professor Dr. Bernd Skiera,272651,10206,Goethe-Universität Frankfurt am Main
24101733,Professor Dr. Thomas M. Schmidt,39215448,10206,Goethe-Universität Frankfurt am Main
1683284,Professor Dr. Mamadou Diawara,5245204,10206,Goethe-Universität Frankfurt am Main
